fips	name	state	sq_km	precip	snow	temp	life_expectancy	avg_income
37181	watauga county	16	809.161	58.2	35.3	49.8	80.7	36684
18091	marshall county	26	1149	40.4	52.6	49.3	79.06	41329
17021	coles county	33	1316.46	40.3	15.8	53.7	78.42	40995
51675	manassas city	19	25.508	41.5	22	55.9	80.99	54740
18105	noble county	26	1064.07	38.2	23.9	48.8	77.73	39798
39005	belmont county	6	1378.21	43.8	33.5	50.9	77.54	42429
48995	box elder county	17	14881	15.1	41.2	47.9	79.5	37390
19159	sioux county	41	1988.8	28.8	31.8	47.5	82.86	56029
42103	somerset county	12	2782.6	43.8	89.4	47.5	78.56	42179
39099	mercer county	6	1197.74	38.6	30.1	51.5	79.33	51562
39137	scioto county	6	1580.45	40.9	9.5	54.8	74.77	39080
29151	pettis county	14	1766.95	42.7	11.2	55.1	78.05	37763
48195	harrison county	3	2330.82	51.3	0.7	64.8	75.88	41917
56031	teton county	21	10351.8	22.3	163.5	35.7	83.46	251728
48269	lamar county	3	2349.59	47.1	0.9	64.6	75.51	40763
16999	boone county	33	727.093	38.3	36.1	48	79.75	47437
51067	goochland county	19	726.83	42.4	10.7	56.5	80.17	100545
13289	walton county	8	845.768	48.8	0.7	60.9	76.6	40458
12081	nassau county	30	1679.97	48.8	0.1	69.3	77.83	57877
39073	jefferson county	6	1057.25	40.5	16.8	51.4	75.79	39311
4009	navajo county	46	25770.1	13.8	20.4	53.2	75.71	32165
24033	talbot county	40	695.519	46.8	14.7	57.9	80.45	73232
40139	washington county	18	1076.02	42.8	13.8	58.3	77.75	64481
46005	brown county	2	4436.73	22.4	38	43	80.12	52652
51053	fauquier county	19	1678.27	44.3	18.8	55.2	79.36	70787
17055	grundy county	33	1082.84	37.2	21.9	50.4	78.53	51657
36069	otsego county	24	2594.46	42.8	89.2	45.1	80.14	43522
12015	columbia county	30	2065.63	52.6	0	68.6	75.15	35074
40011	carter county	18	2129.43	38	2.9	62.2	73.41	43079
50019	windsor county	34	2511.19	45.8	81.1	44.5	80.39	58116
1107	st. clair county	7	1636.63	51.9	0.3	61.1	74.98	38569
22087	st. john the baptist parish	23	555.051	64.3	0.1	68.7	75	40573
39029	darke county	6	1549.07	38.5	21	50.3	78.69	42793
18043	gibson county	26	1262.61	48.9	9.9	55.2	78.06	45385
27019	clay county	38	2707.04	25	57.9	42.4	80.53	43180
45013	cherokee county	42	1017.38	46.7	1.8	58.4	74.19	33197
42085	montour county	12	337.326	41.5	28.9	48.5	78.72	57426
2162	matanuska-susitna borough	31	63760.6	20	97.8	34.1	78.11	45897
39163	williams county	6	1090.3	36.6	32.7	49.2	78.92	41712
42007	bradford county	12	2971.75	37.2	38.7	47.3	78.72	41331
19117	marion county	41	1436.12	36.9	27.6	50.2	79.22	48956
13267	thomas county	8	1410.52	53.2	0.3	67.4	75.52	44355
28065	lamar county	13	1287.5	59.8	0.2	66	77.9	40529
13023	bulloch county	8	1743.1	46.1	0.1	65.8	77.07	32382
17187	whiteside county	33	1772.2	36.8	29.2	49.6	78.92	44016
37185	wilkes county	16	1954.25	49.6	6	56.7	77.2	36576
49995	bennington county	34	1748.24	46.1	67.9	44.8	79.49	54458
51011	bedford county	19	1968.61	44.6	7.8	56.1	79.27	46707
19179	webster county	41	1853.59	35.9	35.8	47.1	77.74	45496
48257	kerr county	3	2857.6	31	0.5	64.2	78.76	50150
39067	holmes county	6	1094.36	39.3	18.2	49.4	79.37	45211
17087	knox county	33	1855.51	38.6	23.5	49.8	77.75	39471
16061	nez perce county	29	2197.06	12.3	10.5	53	78.23	44397
21065	franklin county	5	538.073	46.6	4.4	54.9	77.02	41760
36045	madison county	24	1696.09	46.3	126.4	44.1	80	44502
39075	knox county	6	1361.05	40.6	33.8	49.2	78.21	42162
45051	laurens county	42	1848.78	45.6	1.9	60.8	74.53	34622
31111	madison county	-1	1483.41	28.2	29.1	48.4	79.26	50630
51023	campbell county	19	1303.24	43.5	10.4	53.8	78.83	37719
40029	creek county	18	2460.88	41	9.2	59.2	75.01	40791
32995	carroll county	45	2413.89	50.2	75.7	43.5	80.82	58949
35023	mckinley county	1	14116.8	13.3	29.7	48.8	74.86	27771
46009	buffalo county	2	1220.89	20.8	34.6	46.4	69.05	23341
48255	kent county	3	2337.48	23.5	3.9	61.8	77.32	54858
48435	terrell county	3	6107.24	15	0.6	65.8	77.47	48024
28047	issaquena county	13	1069.78	54.9	0	64.4	75.74	18541
13269	tift county	8	675.662	47.3	0	65.5	75.36	37805
30029	golden valley county	36	3041.74	14	43.8	45.4	79.67	49137
31001	blaine county	-1	1840.67	23.7	30.3	48	79.78	45788
27001	benton county	38	1057.48	29.7	45.7	42.2	79.49	43830
36013	columbia county	24	1643.78	42.1	41.9	49.1	79.49	55810
39139	seneca county	6	1427.14	37.5	29.9	50.5	78.15	39681
36049	montgomery county	24	1044.07	43	75	45.3	78.77	41628
39083	logan county	6	1187.34	39.4	25.7	50.4	77.3	42914
19037	clinton county	41	1799.83	35.7	28.3	50.6	78.7	44244
42111	union county	12	818.323	43.8	32.3	50	81.3	41246
13247	spalding county	8	507.343	48.5	1.2	62	74.62	34772
29179	st. francois county	14	1170.44	44.7	10.5	55.1	74.72	34485
31133	platte county	-1	1745.91	29.4	26.2	50.4	80.68	49386
47027	cumberland county	20	1763.85	56.4	11.8	55	77.63	36613
21105	jessamine county	5	445.871	47.9	9.1	55.2	77.54	43470
34997	chaves county	1	15713.8	14.7	11.3	57.7	76.68	40322
21001	barren county	5	1262.73	52.1	7.8	58.4	76.33	36633
48339	nacogdoches county	3	2451.57	51.1	0.2	65.6	76.15	37755
37159	stanly county	16	1023.37	48.8	2.3	59.9	76.81	39047
37069	granville county	16	1377.85	46	3	58.1	77.18	38652
45023	darlington county	42	1453.37	46.4	0.3	62.8	73.67	37475
55127	waupaca county	9	1936.51	32.7	42.8	44.3	78.03	45629
54997	barron county	9	2234.46	33	52.6	42.2	79.58	49431
42101	snyder county	12	851.544	43.2	30.8	51.2	80.31	42449
40117	pottawatomie county	18	2040.06	41.3	7.3	61.5	74.89	37456
47097	loudon county	20	593.761	51.2	5.5	59.1	77.92	48491
27103	otter tail county	38	5107.44	25.8	48.6	41.7	80.45	48275
41003	coos county	11	4133.69	62	0.5	52.5	76.83	43620
39089	madison county	6	1206.65	39.4	19.2	50.7	77.58	41751
21093	henderson county	5	1130.48	44.8	8.2	58	76.54	39891
5047	greene county	10	1496.21	49.6	2.3	59.7	75.06	34895
53001	clallam county	0	4503.15	57.3	7.4	49.3	79.45	46120
27077	mcleod county	38	1272.94	30.4	46	44.4	81.3	49136
39025	crawford county	6	1040.62	40.2	26.8	49.8	77.2	38704
55073	monroe county	9	2333.33	34.2	47.5	45.8	78.51	41779
54047	mercer county	22	1085.11	39.4	29.8	52.2	74.06	37452
21171	nelson county	5	1081.35	49.8	12.4	56.5	77.42	42442
47099	mcminn county	20	1114.01	55.6	4.9	57.7	75.34	35897
23001	hancock county	43	4110.29	49.5	71.8	44.9	79.79	51259
41027	klamath county	11	15391.6	25.3	130.8	44.6	76.95	39891
18137	shelby county	26	1064.88	43.2	19.1	52.6	77.75	43854
17069	jackson county	33	1512.74	45.3	9.2	56.4	78.35	37284
39019	clinton county	6	1058.49	41	20.7	52	76.81	45728
48253	kenedy county	3	3777.38	28.8	0.2	72.1	76.92	43561
36029	genesee county	24	1276.7	35.5	73.8	47.9	79.2	43582
21193	robertson county	5	258.799	46.4	11.9	54.5	74.98	32815
48385	roberts county	3	2393.3	24.1	17.9	56.8	76.14	41971
35013	harding county	1	5504.96	17.1	20.1	53.2	80.83	38716
48337	motley county	3	2562.96	23.4	2.9	61.7	77.87	28938
13257	taliaferro county	8	504.031	46.1	0.3	62.1	75.44	33927
31077	hayes county	-1	1846.82	21.9	32.9	49.7	82.14	45409
31107	loup county	-1	1459.51	26	34.5	48.6	81.1	45361
30095	treasure county	36	2532.49	13.8	44.8	45.9	79.7	48415
30997	arthur county	-1	1852.76	19.4	31.4	48.6	79.9	46901
13167	laurens county	8	2090.84	47.3	0.1	64.5	75.06	37372
16025	clark county	29	4566.52	12.9	47.7	43	78.28	39408
5025	crawford county	10	1531.19	51.4	4.4	58.7	75.97	32952
42079	mifflin county	12	1064.6	41.4	24.3	51.4	79.04	39738
18143	steuben county	26	799.725	39	36.7	47.9	78.85	43231
34025	salem county	37	859.474	46.5	16	54.9	76.96	48496
46995	bedford county	20	1226.72	58.1	2.7	59.3	75.35	37266
48401	san patricio county	3	1795.99	35.5	0.3	71.2	76.71	43945
31035	dakota county	-1	684.416	29.4	30.2	48.6	78.39	41831
53019	grays harbor county	0	4924.34	85.3	3.1	50.6	76.61	40429
26039	emmet county	25	1210.88	31.5	98.8	43.1	80.05	57115
20049	ford county	28	2844.51	23	18.2	55.4	78.5	38962
47035	dickson county	20	1268.82	53.6	2.8	57.1	75.92	40556
32003	eureka county	32	10815	10.3	22.4	46.5	77.54	39903
18009	cass county	26	1067.48	40.2	18.5	50.5	77.62	38788
21187	pike county	5	2037.62	44.2	3.3	53.1	72.41	36319
37153	rutherford county	16	1464.49	51.6	3	58.1	75.58	32764
13039	catoosa county	8	419.999	46.7	0	59.2	78.1	35158
20105	mcpherson county	28	2326.52	31.9	15.6	55.1	79.26	51016
37079	haywood county	16	1433.74	48.2	8.1	54.1	78.11	40290
5055	independence county	10	1978.63	48.9	4.6	58.2	75.69	35086
31045	dodge county	-1	1370.41	30.4	32.6	50.3	79.2	47330
28141	warren county	13	1524.25	57.3	0.3	64.6	74.3	39580
4997	baxter county	10	1435.44	45.1	10.5	58.6	76.94	37106
26029	clinton county	25	1467.01	32.4	45.3	48	80.62	46518
21013	boyle county	5	467.094	46.4	14.4	55.4	77.02	37780
29001	barry county	14	2015.66	46.7	9.1	55.5	76.95	34540
26999	beltrami county	38	6487.12	26.2	44.7	39.2	78.41	41565
55025	dunn county	9	2201.88	32.8	37.2	44	81.16	39948
39031	defiance county	6	1065.65	35.1	31.6	49.9	78.68	41540
47115	monroe county	20	1646.36	55.1	4.9	58.5	75.76	33338
26151	van buren county	25	1574.17	38.5	95.4	48.9	77.69	41123
27017	chisago county	38	1074.62	32.3	51.1	43.4	80.34	48750
51183	washington county	19	1453.39	45.6	12.5	53.9	77.53	40912
18079	lagrange county	26	983.237	37.3	29.7	49	79.74	42146
55023	douglas county	9	3377.71	31.5	62.6	41.1	78.4	43004
43993	bristol county	49	62.5137	48.5	36.6	51.9	81.16	78805
49013	iron county	17	8537.47	16.8	129.8	46.7	79.15	32197
46021	codington county	2	1780.84	23.6	35.9	43.2	80.06	49518
31163	thomas county	-1	1846.4	23.2	31	48.2	80.56	53979
13211	oconee county	8	477.396	48.9	0.6	61.2	80.43	66740
13061	coffee county	8	1490.4	47.4	0.1	65.6	74.89	32644
22113	west baton rouge parish	23	498.294	62.3	0.1	66.7	75.93	46976
23009	oxford county	43	5379.07	46.8	76	42.4	78.47	37999
18061	huntington county	26	991.057	39	27.4	50.4	78.18	42292
31997	douglas county	32	1838.17	14.8	21.5	47.6	81.07	75159
49001	daggett county	17	1805.19	10	43.4	46.2	81.27	41157
27095	nicollet county	38	1161.92	31.3	38.6	45.6	81.99	49605
18021	dearborn county	26	790.139	45.3	15.9	50.9	78.37	47454
45047	kershaw county	42	1881.78	41.1	0.2	60.7	76.4	41227
46003	brookings county	2	2051.8	25.5	31.9	43.1	81.24	46302
48093	cottle county	3	2332.45	24.1	3.1	63	77.46	57288
30025	garfield county	36	12112.2	13	30.5	44.7	80.29	36291
46087	mellette county	2	3385.96	20.2	40.2	48.3	74.04	28152
20047	finney county	28	3372.07	19.7	20.9	54	79.19	43172
31175	wheeler county	-1	1489.72	27.3	32.3	46.5	81.12	72878
17169	stephenson county	33	1462.18	36.1	31.3	47.9	79.68	42722
41061	wheeler county	11	4444.48	13.3	7.1	50.6	79.49	37142
17993	adams county	26	878.079	38.3	27.6	50.6	79.72	39167
38079	slope county	39	3146.54	15.1	33.6	44.4	82.36	49476
49023	piute county	17	1964.35	8.9	21	47.2	78.37	33716
31095	keya paha county	-1	2002.26	23.6	35.7	48	81.14	58784
1063	jackson county	7	2791.97	58.5	1.2	59.5	74.13	36567
31157	sioux county	-1	5352.54	16.8	38.1	46.2	82.57	42404
51722	petersburg city	19	58.8136	43.9	3.9	58.8	72.16	40352
20117	montgomery county	28	1666.73	44.1	13.8	57.8	76.26	37576
47037	dyer county	20	1326.94	53.6	4.1	59.2	74.73	40642
55087	polk county	9	2367.4	31.3	44.4	44	79.76	46514
36015	cortland county	24	1291.82	42.9	100.2	45.4	79	40691
30993	adams county	-1	1458.87	27.6	28.8	51	79.59	49139
36027	fulton county	24	1283.23	46	73.3	45.3	78.88	43112
48315	maverick county	3	3313.82	20.3	0.7	71.4	79.18	30505
19171	wapello county	41	1118.46	38.4	23.5	50.3	77.67	39002
1043	elmore county	7	1601.76	49.4	0.3	63.4	75.93	42269
48241	jim wells county	3	2240.78	28.6	0	72.2	76.45	40570
54041	marion county	22	799.642	47.2	37.8	51.8	77.18	41980
1119	walker county	7	2048.69	57.7	0.7	60.8	71.57	40197
26109	montcalm county	25	1826.66	34	60.4	46.8	77.78	34972
55113	trempealeau county	9	1898.47	34.3	40.3	45.2	80.15	44698
37053	duplin county	16	2110.16	54.2	1.2	60.6	77.14	33619
8099	routt county	15	6117.6	20.5	146.5	40.8	82.73	83702
48441	titus county	3	1051.68	47.7	2	63.2	77.16	34718
54029	jefferson county	22	543.007	39.9	17	52.5	77.77	49926
24027	queen anne's county	40	962.649	44.1	16.4	55.6	79.83	64810
27007	brown county	38	1582.66	29.4	40.8	45.1	81.26	52995
5085	mississippi county	10	2332.48	49	2.1	60.7	72.66	31428
46127	yankton county	2	1349.87	27.1	34.5	48.2	80.5	50275
40999	clatsop county	11	2145.2	85.9	1.1	51.1	78.33	45069
42113	venango county	12	1746.39	45	55	48.7	77.96	42223
47045	gibson county	20	1561.11	54	4	58.8	74.14	38654
22053	lincoln parish	23	1221.81	54.8	0.6	63.1	77.43	40410
19103	lee county	41	1340.42	39.3	21.7	52.3	77.52	42174
55070	menominee county	9	926.202	31.5	46.9	42	72.81	30371
42017	carbon county	12	987.978	49.3	31.7	50.3	77.68	50322
55067	marinette county	9	3624.56	31.6	47.2	42.5	78.9	44014
18099	montgomery county	26	1306.95	43.1	18.7	50	77.94	40056
37103	mcdowell county	16	1139.48	52.2	5.6	57.6	77.13	34077
41045	polk county	11	1918.98	72.6	40.9	50.4	80.49	41379
56029	sweetwater county	21	27005.7	8.7	31.8	43.7	77.87	53145
6061	san benito county	4	3596.59	14.6	0.1	57.1	81.77	53822
20071	harvey county	28	1397.96	32.8	10.5	55.7	79.17	42057
17129	morgan county	33	1473.19	39.9	17.4	52.6	78.36	41359
36009	chenango county	24	2314.38	40.9	62.1	45.7	78.64	41840
21181	owsley county	5	511.283	49.2	16.1	54.4	70.21	31486
20029	crawford county	28	1527.46	46.2	11.7	56.8	76.81	37921
29153	phelps county	14	1739.9	48.2	18.9	55.6	77.26	39132
17133	ogle county	33	1964.71	37	22.3	48.5	79.64	46755
48089	cooke county	3	2265.78	39.4	2.6	63.1	77.22	54174
21099	hopkins county	5	1403.75	49.1	5.8	58.6	75.01	39236
18165	warrick county	26	996.665	48.8	12.2	56.8	79.27	56476
37047	dare county	16	992.522	54	1.2	62.6	79.27	56314
20095	leavenworth county	28	1200.34	39.6	15.2	55	78.92	42851
13287	walker county	8	1156.15	52.4	1	58.8	74.85	32826
55037	green county	9	1512.66	37.3	38.5	47.4	80.46	51026
29097	laclede county	14	1980.57	45.3	9.3	55.4	76.29	36558
5131	union county	10	2691.56	53.8	0.8	62.9	73.64	46474
48147	foard county	3	1824.38	27.3	1.5	62.9	77.59	42954
48221	hudspeth county	3	11837.6	10.5	2.5	61.3	81.14	32472
16017	camas county	29	2782.25	13.1	112.6	40.8	80.89	38600
37075	halifax county	16	1874.46	45.5	2.6	59.8	74.77	36013
29035	christian county	14	1457.24	45.4	13	54.3	79.26	40301
2274	yakutat city and borough	31	19746.7	155.1	143.4	40.3	79.9	58937
30101	wibaux county	36	2301.49	15.2	41.9	43.4	77.46	50940
13231	quitman county	8	391.703	51.3	0	64.9	75.81	30902
40115	pontotoc county	18	1865.89	41.8	4.5	61.3	74.67	43148
13093	echols county	8	1074.57	51.5	0.1	66.9	77.31	27880
18075	knox county	26	1336.51	45.9	11.1	54.7	76.17	44626
31105	logan county	-1	1478	23	35.1	48.4	79.21	37603
31067	grant county	-1	2010.41	19.8	29	47.4	79.71	42545
29193	scott county	14	1087.77	48	7.4	58.2	75.7	40221
30003	carter county	36	8651.79	15.1	33.7	44.6	79.49	44358
18175	whitley county	26	869.12	39.9	26.4	49.1	79.02	44528
18101	morgan county	26	1046.3	44.7	16.1	51.4	77.38	44183
27995	alcorn county	13	1036.1	56.7	2	59.7	74.16	36003
55035	grant county	9	2970.36	36	40.2	46.5	79.66	43310
26147	shiawassee county	25	1374.69	32.6	36.9	47.3	77.88	39435
23005	knox county	43	945.694	50.1	54.9	45.3	80.29	52358
37005	beaufort county	16	2154.87	49.2	1.3	62.3	76.37	41643
13001	baldwin county	8	670.028	47	0.5	63.4	76.09	33203
51081	henry county	19	990.273	46.2	6.4	55.8	75.69	39367
20007	butler county	28	3703.33	37.5	11.9	55.3	77.99	46157
22039	iberville parish	23	1602.24	59.2	0.1	68.2	74.92	41423
48205	henderson county	3	2263.04	42.9	0.8	64.9	75.33	39627
47043	franklin county	20	1436.11	55.2	3.7	58	76.62	38880
27091	mower county	38	1842.33	35	48.6	43.7	81.63	48423
23015	sagadahoc county	43	657.803	47.8	66.8	45.8	79.99	51325
41033	lincoln county	11	2539.21	85.2	0.8	52.4	78.14	44119
13171	liberty county	8	1336.14	49.6	0.1	67.9	76.8	35805
45017	chesterfield county	42	2069.38	46.6	0.7	62.2	74.2	31012
1023	coffee county	7	1758.57	56.2	0.2	66.6	76.48	43094
48469	washington county	3	1564.25	43.4	0	67.4	78.59	52265
48063	chambers county	3	1546.62	57.1	0	68.3	77.12	53673
28107	pontotoc county	13	1289.14	58.5	1.5	60.8	76.97	32996
5027	crittenden county	10	1580.76	52.8	2.8	61.2	72.31	36978
21027	calloway county	5	997.206	54.2	8.4	59.2	77.42	35722
17095	lee county	33	1877.34	37.2	30.2	47.9	78.23	41788
29021	camden county	14	1699.09	47.1	7.9	57.8	78.79	38794
39051	guernsey county	6	1352.63	39.6	18.1	53.1	76.8	39878
30085	silver bow county	36	1859.57	12.5	42.7	40.4	76.9	48939
51163	shenandoah county	19	1315.69	36.8	23.1	52.4	79.07	45387
40063	kay county	18	2382.08	36.9	8.3	58	75.61	40881
55007	calumet county	9	824.226	30.8	40.8	45	80.34	50776
39001	athens county	6	1304.38	39.4	19.5	51.9	76.9	33274
13225	polk county	8	803.752	51.4	1.3	59.7	73.53	32368
38077	sioux county	39	2833.69	14.8	28.6	44	68.59	27662
48041	brown county	3	2446.08	30.4	1.1	64.7	75.63	38830
19119	marshall county	41	1482.78	35.6	25	47.7	77.37	43652
55077	oneida county	9	2885.08	31.2	66.8	40.2	79.47	51715
47081	jefferson county	20	711.873	45.8	4.5	55.3	76.3	35866
5995	alpine county	4	1912.29	34.4	225.8	40.9	79.06	73307
48013	bastrop county	3	2300.36	35.9	0.3	67.8	77.47	36561
26059	ionia county	25	1479.66	35.6	54	47.1	78.44	35273
31103	lincoln county	-1	6640.95	20.8	27.6	49	79.14	46623
48101	culberson county	3	9873.44	16	3.6	60.6	78.67	54180
45063	newberry county	42	1631.81	46.3	1.2	61.7	76.34	37793
28097	oktibbeha county	13	1186.75	55.2	0.4	62.5	77.93	34367
20027	cowley county	28	2915.65	38.3	8.7	56.8	76.47	38707
41997	armstrong county	12	1691.72	41.8	34.2	48.8	78.21	45510
51179	warren county	19	555.629	40.9	23.2	54.6	77.12	46743
48213	hood county	3	1089.57	35.1	0.3	64.3	78.13	50741
21041	clark county	5	653.879	48.7	3	54.5	75.77	39848
21177	oldham county	5	484.932	50	14.4	54.7	79.56	63039
48165	glasscock county	3	2331.55	18.5	1	63	79.81	102145
48251	kendall county	3	1715.75	36.1	0	65.9	80.13	84270
13053	clay county	8	506.036	51.9	0.2	65	74.45	31520
38081	stark county	39	3457	16.3	36	42.9	80.68	61032
13301	wheeler county	8	765.314	48.6	0.1	66.1	76.49	19631
47065	hawkins county	20	1261.47	44.7	7.2	56	75.38	34188
40089	mayes county	18	1697.43	44.9	8.1	59.1	75.7	35197
48283	liberty county	3	3000.34	58.5	0.1	68.1	74.16	37237
46063	jackson county	2	4827.42	18.5	34	49	75.01	26835
47159	tipton county	20	1187.27	54	4.5	59.6	75.24	38547
48263	kinney county	3	3522.53	23.6	0	68.4	79.7	30431
37029	chatham county	16	1765.01	46.6	2.1	59.1	80.8	63041
37173	vance county	16	653.706	44.6	2.7	57.2	74.8	35105
13117	glascock county	8	372.284	44.2	0.4	62	74.14	33931
48463	walker county	3	2031.03	47.6	0	67.9	77.26	28016
42057	jefferson county	12	1689.78	44.9	42.5	47	78.19	44136
13299	webster county	8	541.613	49.7	0.1	63.3	77.87	33109
26049	gratiot county	25	1472.08	33.2	39.5	46.9	78.45	37834
48037	briscoe county	3	2330.99	22.4	10.9	57.6	77.56	35243
27039	freeborn county	38	1831.35	34.1	37.8	44.9	80.76	45808
8045	hinsdale county	15	2893.61	17.6	105.4	38	83.66	50698
29015	butler county	14	1799.19	47	5.3	58.2	74.24	35302
18085	lawrence county	26	1163.37	46.6	12.4	53.4	76.44	40614
51039	culpeper county	19	982.079	44.6	16.3	53.7	78.41	46510
6095	tehama county	4	7638.23	34	66.6	54.2	77.74	42483
37091	jackson county	16	1272.16	51.3	5.8	55.4	78.46	32844
17065	henry county	33	2131.55	37.4	24.6	49.7	79.4	45072
2114	kenai peninsula borough	31	41499.9	37.3	85.4	37.3	78.61	52015
31083	hooker county	-1	1867.8	21.1	41.6	49.5	80.35	52667
37131	pasquotank county	16	587.616	47.6	0.1	60.8	77.02	39417
1101	pike county	7	1740.65	54.7	0	64.4	74.9	37359
28143	washington county	13	1877.07	52.8	0.4	63.5	71.81	37568
13129	habersham county	8	716.858	58.2	0.4	57.9	78.3	33925
42039	elk county	12	2142.86	44.8	58	45.6	79.04	48886
49993	addison county	34	1984.78	43.1	94.2	44.7	80.8	51805
23017	somerset county	43	10164.1	41.7	92	39.9	78.05	38142
26051	hillsdale county	25	1549.21	38	45.9	47.5	78.33	36598
37155	sampson county	16	2449.36	48.6	2.2	61.4	75.74	35900
48341	navarro county	3	2614.94	40.2	0.4	65.9	75.97	37922
6101	tuolumne county	4	5752.08	38.4	46	56.3	79.28	47838
5001	boone county	10	1528.08	46	9.2	56.8	77.22	36089
48045	burnet county	3	2575.13	32.7	0.3	66.3	78.87	46516
51562	colonial heights city	19	19.4752	43.9	3.9	58.8	78.19	40352
46113	todd county	2	3596.45	20.9	39	47.2	68.51	25157
12099	putnam county	30	1885.17	49.1	0	70.8	74.85	31773
28115	scott county	13	1577.9	58.9	0.1	63.5	74.16	32095
21147	marion county	5	888.391	50.9	13.8	55.6	76.62	36083
51015	botetourt county	19	1401.89	41.2	12.4	57.1	79.69	50274
42001	bedford county	12	2621.84	38.5	28.5	49.4	79.25	42889
18015	clinton county	26	1049.12	41.1	17.8	51.3	77.88	39172
51147	pulaski county	19	828.378	38	15.4	52.9	75.56	40443
54007	clay county	22	885.617	46.7	18.8	54.4	74.55	30925
27075	lyon county	38	1850.32	27.6	45.8	44.9	80.75	49455
29093	johnson county	14	2147.83	42.7	11.7	54	78.26	36777
48457	val verde county	3	8144.86	18.8	0.5	68.8	79.53	36554
5077	lonoke county	10	1996.63	49.6	3.4	61.8	75.86	38764
2150	kusilvak census area	31	44218.4	18.5	61.8	30.7	70.83	30099
36035	herkimer county	24	3655.81	47.4	142	42.2	79.51	41581
51602	falls church city	19	5.30026	45.7	21.1	56.8	81.81	82441
21113	knox county	5	1000.51	50.8	7	55.2	73.25	29431
26015	branch county	25	1311.6	38	51.6	48.2	78.04	37622
48151	franklin county	3	736.57	47.4	1.8	62.9	77.83	39730
35001	curry county	1	3640.1	18.3	11.7	57.4	77.53	44161
48351	oldham county	3	3886.34	19.1	6.6	56.2	77.5	49120
39153	van wert county	6	1059.7	38.4	18	50.8	78.82	42638
28137	union county	13	1076.4	56.2	1.4	59.9	76.15	32242
21205	simpson county	5	606.584	52.9	2.6	58	75.86	38189
42051	greene county	12	1491.7	41.9	29.9	51.8	77.2	44751
42115	warren county	12	2289.91	46.6	76.7	46	78.49	42875
47167	van buren county	20	708.142	55.6	5.5	55.3	75.93	30770
29119	marion county	14	1131.63	39.9	13.9	52.8	77.03	41068
21209	taylor county	5	689.792	51.6	13.8	56.6	76.02	35020
26035	dickinson county	25	1970.83	26.8	58.4	41.8	79.73	49397
48303	mcmullen county	3	2952.07	25	0.4	70.9	78.72	72150
37145	richmond county	16	1226.88	48	0.7	61.4	74.14	35148
18057	henry county	26	1014.95	43.9	25.9	50.6	76.93	38336
27053	itasca county	38	6907.78	28.6	53.5	39.4	79.17	43685
20103	lyon county	28	2194.96	37.2	13.2	55	78.91	38297
48087	concho county	3	2547.91	26.4	2	64.6	78.37	19801
48413	sherman county	3	2390.65	17.8	20.6	54.8	77.61	49508
36043	livingston county	24	1636.26	31.5	45.8	48.2	80.47	45908
48135	erath county	3	2805.19	33.2	1.2	63.7	78.45	39572
48129	edwards county	3	5485.26	25.6	0.1	65.4	79.51	35182
21165	montgomery county	5	511.178	45.5	9.5	53.4	75.98	34751
8015	costilla county	15	3179.45	10.2	31.3	44.2	77.72	34282
48005	atascosa county	3	3158.6	28.5	0.4	70.3	77.73	36660
51165	smyth county	19	1168.99	45.2	10.2	53.5	75.29	36955
8053	kiowa county	15	4578.6	15.7	29.2	51.8	78.65	50117
21055	elliott county	5	606.876	46.1	6.8	54.4	75.6	22481
21149	marshall county	5	780.277	54.5	7	58.1	76.46	41625
48465	waller county	3	1329.54	41.8	0	68	77.95	39995
39129	putnam county	6	1249.72	36.7	22.4	50.4	80.03	50059
46067	jones county	2	2511.45	20.4	43.2	48.1	80.24	60001
3999	gila county	46	12323.1	19.8	7.3	62.1	76.26	40267
47095	lincoln county	20	1477.18	55.6	1.6	60.3	75.84	41388
8017	crowley county	15	2039.43	11.2	13.9	51.3	77.94	19141
31149	scotts bluff county	-1	1915.08	14.8	42.1	48.8	78.09	44171
48071	cochran county	3	2007.45	18.9	8	58.9	75.93	38312
31061	garden county	-1	4414.07	18.5	28.3	49	78.43	40892
1031	covington county	7	2668.87	59.9	0.2	66.1	75.15	35651
13031	camden county	8	1587.82	51.4	0	67.1	77.68	36113
21227	whitley county	5	1133.98	50.1	13.5	55	72.59	33447
35003	de baca county	1	6016.76	14.9	13.7	57.9	77.61	39634
48319	menard county	3	2336.24	25.2	1	63.8	77.87	35311
5083	miller county	10	1620.23	49.6	2.7	63.9	75.69	33401
50007	lamoille county	34	1188.47	52	173.9	40.2	80.17	53953
12999	baker county	8	885.665	54.5	0	65.8	77.97	38666
50003	franklin county	34	1641.63	39.6	81.4	43.9	79.22	46220
30071	prairie county	36	4497.78	12.8	19	43.6	79.19	44739
51059	franklin county	19	1788.43	47.1	15.7	55.3	78.59	40781
16009	bonner county	29	4488.46	32.3	65	45.4	79.37	41209
53021	island county	0	539.709	20.9	4.4	50.6	81.93	55724
48049	calhoun county	3	1312.71	40.3	0	70.7	77.26	38668
29019	callaway county	14	2161.55	44.5	19.6	55	77.89	38686
35027	otero county	1	17126.5	16.2	16.6	57.5	78	34636
40129	stephens county	18	2253.93	37.3	3.8	61.6	75.45	41413
26033	delta county	25	3033.14	29.8	46.1	42.7	79.75	40551
8079	morgan county	15	3316.44	14.9	27.6	48.2	79.14	45685
